base_name,mean_score,std_score,mean_confidence,std_confidence,sample_size,score_cv,confidence_cv
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0051_arena_5_20250307_110539_569,0.9333333333333332,0.05773502691896257,0.98,0.026457513110645932,3,6.1858957413174185,2.6997462357801973
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0030_arena_3_20250307_110506_951,0.9333333333333332,0.05773502691896257,0.9500000000000001,0.04999999999999999,3,6.1858957413174185,5.263157894736841
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0033_arena_3_20250307_110510_814,0.9333333333333332,0.05773502691896257,0.9166666666666666,0.1040832999733066,3,6.1858957413174185,11.354541815269812
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0016_arena_5_20250307_110442_456,0.9333333333333332,0.05773502691896257,0.9666666666666667,0.028867513459481315,3,6.1858957413174185,2.9862944958084117
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0083_arena_6_20250307_110618_465,0.9333333333333332,0.05773502691896257,0.8833333333333333,0.07637626158259729,3,6.1858957413174185,8.646369235765732
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0044_arena_4_20250307_110531_212,0.9333333333333332,0.05773502691896257,0.9666666666666667,0.028867513459481315,3,6.1858957413174185,2.9862944958084117
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0021_arena_3_20250307_110450_165,0.92,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0034_arena_2_20250307_110512_168,0.9,0.0,0.9666666666666667,0.028867513459481315,3,0.0,2.9862944958084117
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0073_arena_6_20250307_110605_437,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_1_20250307_110453_213,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0031_arena_1_20250307_110508_179,0.9,0.0,0.875,0.10606601717798207,2,0.0,12.121830534626522
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0044_arena_2_20250307_110531_212,0.9,0.0,0.875,0.10606601717798207,2,0.0,12.121830534626522
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0042_arena_1_20250307_110528_268,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0010_arena_4_20250307_110429_209,0.9,0.09999999999999998,0.9166666666666666,0.028867513459481253,3,11.111111111111107,3.1491832864888636
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0011_arena_4_20250307_110431_795,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0060_arena_6_20250307_110550_258,0.9,,0.98,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0039_arena_5_20250307_110521_874,0.9,0.0,0.875,0.10606601717798207,2,0.0,12.121830534626522
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0086_arena_1_20250307_110622_528,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0075_arena_2_20250307_110607_898,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_3_20250307_110445_720,0.9,0.0,0.965,0.021213203435596444,2,0.0,2.19825942337787
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0053_arena_6_20250307_110542_213,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0016_arena_3_20250307_110442_456,0.9,0.0,0.95,0.0,2,0.0,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0084_arena_1_20250307_110619_660,0.9,0.0,0.9,0.08660254037844381,3,0.0,9.622504486493757
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0012_arena_3_20250307_110433_936,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0065_arena_2_20250307_110556_226,0.9,,0.8,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0081_arena_4_20250307_110616_153,0.9,0.0,0.94,0.056568542494923775,2,0.0,6.017930052651465
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0008_arena_3_20250307_110426_460,0.9,0.14142135623730948,0.9199999999999999,0.09899494936611666,2,15.71348402636772,10.76032058327355
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0071_arena_4_20250307_110603_178,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_5_20250307_110448_906,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0002_arena_3_20250307_110417_988,0.9,0.09999999999999998,0.9500000000000001,0.04999999999999999,3,11.111111111111107,5.263157894736841
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0010_arena_1_20250307_110429_209,0.9,0.09999999999999998,0.9500000000000001,0.04999999999999999,3,11.111111111111107,5.263157894736841
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0012_arena_5_20250307_110433_936,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0022_arena_2_20250307_110451_641,0.9,0.0,0.875,0.10606601717798207,2,0.0,12.121830534626522
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_4_20250307_110500_754,0.9,0.0,0.9499999999999998,1.3597399555105182e-16,3,0.0,1.4313052163268617e-14
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0015_arena_3_20250307_110439_817,0.9,0.0,0.9733333333333333,0.020816659994661344,3,0.0,2.1386979446569874
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0015_arena_6_20250307_110439_817,0.9,0.0,0.95,0.0,2,0.0,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0017_arena_4_20250307_110444_137,0.9,0.0,0.9,0.08660254037844381,3,0.0,9.622504486493757
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0047_arena_1_20250307_110534_943,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0050_arena_6_20250307_110538_455,0.9,0.0,0.9333333333333332,0.028867513459481253,3,0.0,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0002_arena_2_20250307_110417_988,0.9,0.0,0.95,0.0,2,0.0,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0070_arena_4_20250307_110601_980,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0013_arena_4_20250307_110435_902,0.9,0.0,0.875,0.10606601717798207,2,0.0,12.121830534626522
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0064_arena_2_20250307_110554_969,0.9,0.14142135623730948,0.975,0.03535533905932741,2,15.71348402636772,3.6261886214694785
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0028_arena_4_20250307_110503_183,0.9,0.0,0.94,0.03605551275463986,3,0.0,3.8356928462382833
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0046_arena_5_20250307_110533_714,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0010_arena_3_20250307_110429_209,0.9,0.0,0.9499999999999998,1.3597399555105182e-16,3,0.0,1.4313052163268617e-14
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0047_arena_5_20250307_110534_943,0.9,,0.9,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0046_arena_1_20250307_110533_714,0.9,0.0,0.965,0.021213203435596444,2,0.0,2.19825942337787
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0085_arena_4_20250307_110621_270,0.9,,0.8,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0051_arena_4_20250307_110539_569,0.9,0.0,0.9666666666666667,0.028867513459481315,3,0.0,2.9862944958084117
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0057_arena_3_20250307_110546_828,0.9,0.0,0.9166666666666666,0.05773502691896256,3,0.0,6.298366572977734
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0019_arena_4_20250307_110447_168,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_2_20250307_110453_213,0.9,0.0,0.9499999999999998,1.3597399555105182e-16,3,0.0,1.4313052163268617e-14
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0052_arena_3_20250307_110540_678,0.9,,0.95,,1,,
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0059_arena_4_20250307_110549_066,0.9,0.09999999999999998,0.6166666666666667,0.5346338310781813,3,11.111111111111107,86.69737801267804
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0053_arena_2_20250307_110542_213,0.9,0.09999999999999998,0.9666666666666667,0.028867513459481315,3,11.111111111111107,2.9862944958084117
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0038_arena_1_20250307_110519_535,0.9,0.0,0.95,0.0,2,0.0,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0077_arena_4_20250307_110610_189,0.9,0.0,0.9333333333333332,0.028867513459481253,3,0.0,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0023_arena_3_20250307_110453_213,0.9,0.0,0.95,0.0,2,0.0,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0063_arena_6_20250307_110553_859,0.9,0.0,0.95,0.0,2,0.0,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0006_arena_3_20250307_110422_826,0.9,0.0,0.95,0.0,2,0.0,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0041_arena_6_20250307_110526_950,0.9,0.14142135623730948,0.975,0.03535533905932741,2,15.71348402636772,3.6261886214694785
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0001_arena_1_20250307_110416_791,0.9,0.0,0.9633333333333333,0.023094010767585053,3,0.0,2.397302155804677
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0013_arena_5_20250307_110435_902,0.9,0.0,0.8999999999999999,0.07071067811865474,2,0.0,7.856742013183861
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_4_20250307_110445_720,0.89,0.08544003745317527,0.9333333333333332,0.028867513459481253,3,9.600004208221941,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0067_arena_6_20250307_110558_466,0.89,0.12727922061357852,0.925,0.03535533905932733,2,14.301036023997588,3.8221988172245758
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_4_20250307_110448_906,0.8833333333333333,0.07637626158259729,0.9166666666666666,0.028867513459481253,3,8.646369235765732,3.1491832864888636
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0018_arena_6_20250307_110445_720,0.8833333333333333,0.07637626158259729,0.9166666666666666,0.028867513459481253,3,8.646369235765732,3.1491832864888636
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0026_arena_6_20250307_110458_787,0.8833333333333333,0.07637626158259729,0.9466666666666667,0.04509249752822893,3,8.646369235765732,4.763291992418549
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0049_arena_4_20250307_110537_312,0.875,0.10606601717798207,0.825,0.1767766952966369,2,12.121830534626522,21.42747821777417
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0011_arena_5_20250307_110431_795,0.875,0.03535533905932741,0.95,0.0,2,4.040610178208847,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0046_arena_6_20250307_110533_714,0.875,0.10606601717798207,0.875,0.03535533905932741,2,12.121830534626522,4.040610178208847
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0066_arena_1_20250307_110557_338,0.875,0.03535533905932741,0.95,0.0,2,4.040610178208847,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0087_arena_2_20250307_110623_891,0.875,0.03535533905932741,0.875,0.10606601717798207,2,4.040610178208847,12.121830534626522
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0031_arena_5_20250307_110508_179,0.875,0.03535533905932741,0.95,0.0,2,4.040610178208847,0.0
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0003_arena_6_20250307_110419_228,0.8666666666666667,0.05773502691896257,0.94,0.017320508075688724,3,6.661733875264911,1.8426072420945454
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0025_arena_6_20250307_110456_529,0.8666666666666667,0.11547005383792512,0.9666666666666667,0.028867513459481315,3,13.323467750529822,2.9862944958084117
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0022_arena_4_20250307_110451_641,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0038_arena_6_20250307_110519_535,0.8666666666666667,0.05773502691896257,0.9333333333333332,0.02886751345948125,3,6.661733875264911,3.0929478706587057
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0062_arena_2_20250307_110552_673,0.8666666666666667,0.05773502691896257,0.9166666666666666,0.05773502691896257,3,6.661733875264911,6.298366572977734
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0050_arena_4_20250307_110538_455,0.8666666666666667,0.05773502691896256,0.9166666666666666,0.05773502691896256,3,6.661733875264911,6.298366572977734
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0032_arena_5_20250307_110509_412,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0091_arena_6_20250307_110629_660,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0015_arena_1_20250307_110439_817,0.8666666666666667,0.11547005383792512,0.9333333333333332,0.05773502691896257,3,13.323467750529822,6.1858957413174185
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0014_arena_5_20250307_110437_738,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0050_arena_2_20250307_110538_455,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0042_arena_5_20250307_110528_268,0.8666666666666667,0.05773502691896257,0.9333333333333332,0.02886751345948125,3,6.661733875264911,3.0929478706587057
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0030_arena_2_20250307_110506_951,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0078_arena_5_20250307_110612_197,0.8666666666666667,0.05773502691896257,0.8833333333333333,0.07637626158259729,3,6.661733875264911,8.646369235765732
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0081_arena_2_20250307_110616_153,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0083_arena_3_20250307_110618_465,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0056_arena_6_20250307_110545_647,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0039_arena_3_20250307_110521_874,0.8666666666666667,0.05773502691896256,0.8833333333333333,0.07637626158259729,3,6.661733875264911,8.646369235765732
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0061_arena_2_20250307_110551_476,0.8666666666666667,0.05773502691896256,0.9166666666666666,0.05773502691896257,3,6.661733875264911,6.298366572977734
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0020_arena_2_20250307_110448_906,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_5_20250307_110500_754,0.8666666666666667,0.05773502691896257,0.9,0.08660254037844381,3,6.661733875264911,9.622504486493757
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0087_arena_3_20250307_110623_891,0.8666666666666667,0.05773502691896256,0.8833333333333333,0.07637626158259729,3,6.661733875264911,8.646369235765732
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0034_arena_4_20250307_110512_168,0.8666666666666667,0.11547005383792512,0.9333333333333332,0.05773502691896257,3,13.323467750529822,6.1858957413174185
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0058_arena_2_20250307_110547_958,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0072_arena_3_20250307_110604_297,0.8666666666666667,0.05773502691896256,0.8833333333333333,0.07637626158259729,3,6.661733875264911,8.646369235765732
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0063_arena_1_20250307_110553_859,0.8666666666666667,0.05773502691896257,0.9333333333333332,0.02886751345948125,3,6.661733875264911,3.0929478706587057
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0058_arena_4_20250307_110547_958,0.8666666666666667,0.05773502691896257,0.9166666666666666,0.028867513459481253,3,6.661733875264911,3.1491832864888636
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0061_arena_4_20250307_110551_476,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0049_arena_3_20250307_110537_312,0.8666666666666667,0.05773502691896256,0.9666666666666667,0.028867513459481315,3,6.661733875264911,2.9862944958084117
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0042_arena_3_20250307_110528_268,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0027_arena_2_20250307_110500_754,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0066_arena_3_20250307_110557_338,0.8666666666666667,0.05773502691896256,0.9499999999999998,1.3597399555105182e-16,3,6.661733875264911,1.4313052163268617e-14
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0065_arena_4_20250307_110556_226,0.8666666666666667,0.11547005383792514,0.8966666666666666,0.09504384952922165,3,13.323467750529822,10.599685821102787
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0048_arena_2_20250307_110536_142,0.8666666666666667,0.05773502691896256,0.8833333333333333,0.07637626158259729,3,6.661733875264911,8.646369235765732
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0014_arena_2_20250307_110437_738,0.8666666666666667,0.05773502691896257,0.8333333333333334,0.05773502691896257,3,6.661733875264911,6.928203230275508
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0054_arena_6_20250307_110543_405,0.8666666666666667,0.05773502691896256,0.9,0.08660254037844381,3,6.661733875264911,9.622504486493757
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0010_arena_2_20250307_110429_209,0.8666666666666667,0.11547005383792512,0.9333333333333332,0.05773502691896257,3,13.323467750529822,6.1858957413174185
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0041_arena_4_20250307_110526_950,0.8666666666666667,0.05773502691896256,0.9499999999999998,1.3597399555105182e-16,3,6.661733875264911,1.4313052163268617e-14
2025-01-29_17-41-03_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0077_arena_1_20250307_110610_189,0.8666666666666667,0.05773502691896256,0.9333333333333332,0.028867513459481253,3,6.661733875264911,3.092947870658706
